ads_id,prop_name,completion_year,monthly_rent,location,property_type,rooms,parking,bathroom,size,furnished
99738953,Plaza 393,2002,RM 1 800 per month,Kuala Lumpur - Cheras,Condominium,3,0,2,1000 sq.ft.,Fully Furnished
99738977,Sky Awani Residensi,0,RM 1 000 per month,Kuala Lumpur - Sentul,Condominium,3,0,2,850 sq.ft.,Fully Furnished
99738936,Residensi Desa Satumas,0,RM 1 000 per month,Kuala Lumpur - Taman Desa,Condominium,3,0,2,850 sq.ft.,Fully Furnished
99739158,The Mark,2015,RM 1 800 per month,Kuala Lumpur - Cheras,Condominium,2,2,2,833 sq.ft.,Fully Furnished
99739039,Royal Regent (Sri Putramas 3),2013,RM 1 900 per month,Kuala Lumpur - Jalan Kuching,Condominium,3,1,2,1100 sq.ft.,Fully Furnished
99739037,The Havre @ Bukit Jalil,2020,RM 1 600 per month,Kuala Lumpur - Bukit Jalil,Condominium,3,0,3,1300 sq.ft.,Fully Furnished
99670599,Queensville,0,RM 1 450 per month,Kuala Lumpur - Cheras,Condominium,1,2,1,600 sq.ft.,Fully Furnished
99738715,The Leafz,0,RM 2 100 per month,Kuala Lumpur - Sungai Besi,Service Residence,2,2,2,1025 sq.ft.,Fully Furnished
99594697,Danau Impian,1997,RM 1 500 per month,Kuala Lumpur - Taman Desa,Condominium,3,1,2,1000 sq.ft.,Fully Furnished
98653468,The Capsquare Residences,2005,RM 4 000 per month,Kuala Lumpur - City Centre,Condominium,4,1,4,2200 sq.ft.,Fully Furnished
96237297,Scenaria @ North Kiara Hills,2015,RM 2 300 per month,Kuala Lumpur - Segambut,Condominium,4,2,3,1262 sq.ft.,Fully Furnished
99738542,38 Bidara,0,RM 1 800 per month,Kuala Lumpur - KLCC,Condominium,2,0,2,800 sq.ft.,Fully Furnished
99738169,The Herz,2020,RM 2 000 per month,Kuala Lumpur - Kepong,Apartment,3,2,3,1073 sq.ft.,Fully Furnished
99738113,Puncak Banyan,2007,RM 1 300 per month,Kuala Lumpur - Cheras,Condominium,3,1,2,900 sq.ft.,Fully Furnished
99737806,The Orion,2006,RM 1 750 per month,Kuala Lumpur - City Centre,Condominium,1,1,1,510 sq.ft.,Fully Furnished
99737780,Putra Villa,2007,RM 1 700 per month,Kuala Lumpur - Setapak,Condominium,3,1,2,1100 sq.ft.,Fully Furnished
99737774,Seri Raja Chulan,0,RM 3 200 per month,Kuala Lumpur - Bukit Bintang,Condominium,3,0,2,1300 sq.ft.,Fully Furnished
99737164,Verve Suites (Old Klang Road (Jalan Klang Lama)),2016,RM 2 300 per month,Kuala Lumpur - Old Klang Road,Service Residence,2,0,2,729 sq.ft.,Fully Furnished
99601847,First Residence,2012,RM 1 700 per month,Kuala Lumpur - Kepong,Condominium,3,2,2,1074 sq.ft.,Fully Furnished
98733782,Nadia,2006,RM 2 100 per month,Kuala Lumpur - Desa ParkCity,Condominium,1,1,1,635 sq.ft.,Fully Furnished
99736679,"SkyAwani 3 Residence, Setapak",2021,RM 1 100 per month,Kuala Lumpur - Setapak,Condominium,3,0,2,800 sq.ft.,Fully Furnished
99736603,The Address @ Taman Desa,2022,RM 3 300 per month,Kuala Lumpur - Taman Desa,Condominium,4,2,3,1116 sq.ft.,Fully Furnished
99736818,UBN Apartment,0,RM 2 200 per month,Kuala Lumpur - KL City,Condominium,1,0,1,720 sq.ft.,Fully Furnished
99695312,Residensi Desa Satumas,0,RM 1 500 per month,Kuala Lumpur - Taman Desa,Condominium,3,1,2,800 sq.ft.,Fully Furnished
99736523,The Era,2021,RM 3 200 per month,Kuala Lumpur - Segambut,Service Residence,3,0,2,1055 sq.ft.,Fully Furnished
99736468,Desa Green,1997,RM 1 750 per month,Kuala Lumpur - Taman Desa,Service Residence,2,1,1,605 sq.ft.,Fully Furnished
99511825,Desa Green,1997,RM 1 800 per month,Kuala Lumpur - Taman Desa,Service Residence,2,1,1,605 sq.ft.,Fully Furnished
99595945,KL Traders Square Residences,2019,RM 2 000 per month,Kuala Lumpur - Gombak,Service Residence,4,2,2,940 sq.ft.,Fully Furnished
99735909,Angkasa Condominiums,2005,RM 1 650 per month,Kuala Lumpur - Cheras,Condominium,3,1,2,900 sq.ft.,Fully Furnished
99736087,Sentul Point Suite Apartment,2020,RM 2 000 per month,Kuala Lumpur - Sentul,Apartment,3,1,2,876 sq.ft.,Fully Furnished
99736086,Inwood Residences @ Pantai Sentral Park,2019,RM 2 400 per month,Kuala Lumpur - Pantai,Condominium,3,2,2,1235 sq.ft.,Fully Furnished
99490249,M Suites,2013,RM 2 380 per month,Kuala Lumpur - Ampang Hilir,Service Residence,2,2,2,970 sq.ft.,Fully Furnished
99735151,Casa Mutiara,2007,RM 2 000 per month,Kuala Lumpur - Bukit Bintang,Service Residence,2,0,2,900 sq.ft.,Fully Furnished
99735288,The Meritz,2008,RM 4 500 per month,Kuala Lumpur - Ampang,Condominium,2,0,2,1400 sq.ft.,Fully Furnished
99735259,Axis Residence,2010,RM 1 600 per month,Kuala Lumpur - Ampang,Service Residence,3,0,2,900 sq.ft.,Fully Furnished
99735232,Mutiara Villa,0,RM 2 500 per month,Kuala Lumpur - Bukit Bintang,Condominium,3,0,3,1200 sq.ft.,Fully Furnished
99735175,The Reach @ Titiwangsa,2017,RM 2 600 per month,Kuala Lumpur - Setapak,Condominium,4,2,3,1580 sq.ft.,Fully Furnished
97418791,-,0,RM 2 000 per month,Kuala Lumpur - Desa Pandan,Service Residence,2,0,2,856 sq.ft.,Fully Furnished
89597081,-,0,RM 2 450 per month,Kuala Lumpur - Seputeh,Condominium,3,1,2,1450 sq.ft.,Fully Furnished
99734505,Puncak Banyan,2007,RM 1 350 per month,Kuala Lumpur - Cheras,Condominium,3,1,2,810 sq.ft.,Fully Furnished
99615058,202 Desa Cahaya,2000,RM 3 500 per month,Kuala Lumpur - Keramat,Condominium,3,1,4,1700 sq.ft.,Fully Furnished
99733081,i-Zen @ Kiara 1,2008,RM 2 200 per month,Kuala Lumpur - Mont Kiara,Condominium,2,1,2,913 sq.ft.,Fully Furnished
99733086,Damansara Foresta,2016,RM 3 000 per month,Kuala Lumpur - Sri Damansara,Condominium,3,2,3,1610 sq.ft.,Fully Furnished
99733253,28 Boulevard,2019,RM 2 200 per month,Kuala Lumpur - Pandan Perdana,Apartment,2,2,2,775 sq.ft.,Fully Furnished
65485017,Corinthian Condominium,0,RM 3 300 per month,Kuala Lumpur - KLCC,Condominium,3,1,2,1500 sq.ft.,Fully Furnished
87161518,Bintang Fairlane Residences,2008,RM 2 100 per month,Kuala Lumpur - Bukit Bintang,Service Residence,1,0,1,495 sq.ft.,Fully Furnished
79260498,Endah Regal,1995,RM 1 600 per month,Kuala Lumpur - Sri Petaling,Condominium,3,1,2,1141 sq.ft.,Fully Furnished
74472944,Residency V,2017,RM 1 800 per month,Kuala Lumpur - Old Klang Road,Service Residence,2,1,2,645 sq.ft.,Fully Furnished
92390605,Mont Kiara Pines,1993,RM 2 800 per month,Kuala Lumpur - Mont Kiara,Apartment,3,1,2,1400 sq.ft.,Fully Furnished
99732236,Damansara Foresta,2016,RM 2 600 per month,Kuala Lumpur - Sri Damansara,Condominium,3,2,3,1610 sq.ft.,Fully Furnished
99732080,M Vertica,2023,RM 3 000 per month,Kuala Lumpur - Cheras,Condominium,4,0,2,1000 sq.ft.,Fully Furnished
99731989,Sommerset Close,0,RM 2 800 per month,Kuala Lumpur - Cheras,Townhouse Condo,3,0,4,2000 sq.ft.,Fully Furnished
99732058,Impiana on The Waterfront,0,RM 8 500 per month,Kuala Lumpur - Ampang,Service Residence,4,2,5,3650 sq.ft.,Fully Furnished
99731941,Pertiwi Indah,0,RM 1 800 per month,Kuala Lumpur - Cheras,Condominium,3,0,2,1100 sq.ft.,Fully Furnished
99731643,Maxim Residences,2017,RM 2 480 per month,Kuala Lumpur - Cheras,Service Residence,3,2,2,1050 sq.ft.,Fully Furnished
99731611,28 Boulevard,2019,RM 1 500 per month,Kuala Lumpur - Pandan Perdana,Apartment,1,1,1,450 sq.ft.,Fully Furnished
99662524,Putra Villa,2007,RM 1 700 per month,Kuala Lumpur - Setapak,Condominium,3,0,2,1100 sq.ft.,Fully Furnished
99731555,Residensi Desa Satumas,0,RM 1 000 per month,Kuala Lumpur - Taman Desa,Condominium,3,0,2,850 sq.ft.,Fully Furnished
98711737,GCB Court,0,RM 2 800 per month,Kuala Lumpur - Ampang,Condominium,4,0,4,1615 sq.ft.,Fully Furnished
99731111,Unio Residence,2021,RM 1 200 per month,Kuala Lumpur - Kepong,Apartment,3,0,2,1200 sq.ft.,Fully Furnished
99731028,"SkyAwani 3 Residence, Setapak",2021,RM 1 500 per month,Kuala Lumpur - Setapak,Condominium,3,1,2,800 sq.ft.,Fully Furnished
99730740,Maytower,2007,RM 1 650 per month,Kuala Lumpur - KL City,Service Residence,1,0,1,462 sq.ft.,Fully Furnished
99730552,Maytower,2007,RM 1 500 per month,Kuala Lumpur - KL City,Service Residence,1,0,1,350 sq.ft.,Fully Furnished
99729436,Vista Komanwel A,0,RM 1 600 per month,Kuala Lumpur - Bukit Jalil,Condominium,3,2,2,1224 sq.ft.,Fully Furnished
99729310,Platinum Splendor Residence,0,RM 1 800 per month,Kuala Lumpur - Setapak,Condominium,4,2,2,1184 sq.ft.,Fully Furnished
99729272,South View,2017,RM 3 100 per month,Kuala Lumpur - Bangsar South,Service Residence,3,1,2,990 sq.ft.,Fully Furnished
99729269,South View,2017,RM 3 100 per month,Kuala Lumpur - Bangsar South,Service Residence,3,2,2,1119 sq.ft.,Fully Furnished
99729268,Desa Green,1997,RM 1 750 per month,Kuala Lumpur - Taman Desa,Service Residence,2,1,2,715 sq.ft.,Fully Furnished
99729256,M Vertica,2023,RM 2 200 per month,Kuala Lumpur - Cheras,Condominium,3,2,2,850 sq.ft.,Fully Furnished
97415559,-,0,RM 2 800 per month,Kuala Lumpur - Ampang,Condominium,4,1,3,1615 sq.ft.,Fully Furnished
99728904,OPUS Kuala Lumpur,2019,RM 2 600 per month,Kuala Lumpur - KL City,Service Residence,1,0,1,722 sq.ft.,Fully Furnished
99729021,Vina Versatile Homes,2016,RM 850 per month,Kuala Lumpur - Cheras,Condominium,1,1,1,600 sq.ft.,Fully Furnished
99728895,V Residence Suites,0,RM 3 400 per month,Kuala Lumpur - Cheras,Service Residence,2,1,2,887 sq.ft.,Fully Furnished
99728410,Gemilang Indah,0,RM 1 300 per month,Kuala Lumpur - Old Klang Road,Condominium,3,0,2,980 sq.ft.,Fully Furnished
99450916,Residensi Pandanmas 1,0,RM 1 600 per month,Kuala Lumpur - Desa Pandan,Apartment,3,1,2,900 sq.ft.,Fully Furnished
99658936,Panorama Residences (Sentul),2014,RM 1 750 per month,Kuala Lumpur - Sentul,Condominium,3,1,2,1100 sq.ft.,Fully Furnished
99726975,Endah Ria,2000,RM 1 550 per month,Kuala Lumpur - Sri Petaling,Condominium,3,1,2,1417 sq.ft.,Fully Furnished
99726834,Heritage Condominiun,0,RM 1 400 per month,Kuala Lumpur - Setapak,Condominium,3,1,2,1200 sq.ft.,Fully Furnished
99727078,Desa Villas,0,RM 2 500 per month,Kuala Lumpur - Wangsa Maju,Condominium,4,1,2,1785 sq.ft.,Fully Furnished
99726557,Bayu Andaman,0,RM 1 800 per month,Kuala Lumpur - Sentul,Apartment,3,1,2,1000 sq.ft.,Fully Furnished
99726263,TR Residence,0,RM 2 400 per month,Kuala Lumpur - Titiwangsa,Service Residence,2,1,1,710 sq.ft.,Fully Furnished
99394186,Sky Meridien,0,RM 2 600 per month,Kuala Lumpur - Sentul,Condominium,4,2,2,1250 sq.ft.,Fully Furnished
99725959,Emerald Hills,2025,RM 2 280 per month,Kuala Lumpur - Cheras,Service Residence,2,2,2,893 sq.ft.,Fully Furnished
99725874,Parkhill Residence Bukit Jalil,2019,RM 2 499 per month,Kuala Lumpur - Bukit Jalil,Condominium,3,2,2,1100 sq.ft.,Fully Furnished
99541760,The Henge Kepong,2019,RM 2 200 per month,Kuala Lumpur - Kepong,Condominium,3,2,2,1100 sq.ft.,Fully Furnished
98298339,-,0,RM 1 000 per month,Kuala Lumpur - Taman Desa,Apartment,3,0,2,850 sq.ft.,Fully Furnished
98305000,-,0,RM 1 000 per month,Kuala Lumpur - Taman Desa,Condominium,3,0,2,850 sq.ft.,Fully Furnished
98433408,-,0,RM 1 000 per month,Kuala Lumpur - Taman Desa,Condominium,3,0,2,850 sq.ft.,Fully Furnished
99725488,Residensi Suria Pantai,2020,RM 2 000 per month,Kuala Lumpur - Pantai,Apartment,3,1,2,810 sq.ft.,Fully Furnished
99725746,Regalia Residence,2012,RM 2 100 per month,Kuala Lumpur - Jalan Sultan Ismail,Service Residence,2,0,2,900 sq.ft.,Fully Furnished
99725716,Regalia Residence,2012,RM 1 600 per month,Kuala Lumpur - Jalan Sultan Ismail,Service Residence,1,0,1,600 sq.ft.,Fully Furnished
99725710,The Herz,2020,RM 1 900 per month,Kuala Lumpur - Kepong,Apartment,3,2,2,1073 sq.ft.,Fully Furnished
99725460,Casa Kiara 2,0,RM 3 900 per month,Kuala Lumpur - Mont Kiara,Condominium,3,2,3,1574 sq.ft.,Fully Furnished
99725370,Mentari Condominium,0,RM 1 800 per month,Kuala Lumpur - Cheras,Condominium,3,1,2,1025 sq.ft.,Fully Furnished
99622454,Bam Villa,1996,RM 1 500 per month,Kuala Lumpur - Cheras,Condominium,3,1,2,1109 sq.ft.,Fully Furnished
99724890,Villa Angsana,1999,RM 1 600 per month,Kuala Lumpur - Jalan Ipoh,Condominium,3,1,2,1323 sq.ft.,Fully Furnished
99724593,Saville Residence,2009,RM 3 200 per month,Kuala Lumpur - Old Klang Road,Condominium,3,0,3,1300 sq.ft.,Fully Furnished
99724660,The Ridge @ KL East,2020,RM 2 500 per month,Kuala Lumpur - Ampang,Condominium,2,2,2,850 sq.ft.,Fully Furnished
99724623,Sky Meridien,0,RM 2 600 per month,Kuala Lumpur - Sentul,Condominium,4,2,2,1250 sq.ft.,Fully Furnished
99724615,Sky Meridien,0,RM 1 800 per month,Kuala Lumpur - Sentul,Condominium,1,1,1,600 sq.ft.,Fully Furnished
99724561,Villa Crystal,2017,RM 2 000 per month,Kuala Lumpur - Segambut,Condominium,3,2,2,1155 sq.ft.,Fully Furnished
98641755,-,0,RM 1 800 per month,Kuala Lumpur - Jalan Ipoh,Condominium,3,2,2,978 sq.ft.,Fully Furnished
99724477,Bam Villa,1996,RM 1 650 per month,Kuala Lumpur - Cheras,Condominium,3,1,2,1109 sq.ft.,Fully Furnished
99622380,Sri Pelangi (Jalan Genting Kelang),2003,RM 1 450 per month,Kuala Lumpur - Setapak,Condominium,3,1,2,935 sq.ft.,Fully Furnished
97770937,The Elements,2015,RM 1 800 per month,Kuala Lumpur - Ampang,Condominium,1,1,1,705 sq.ft.,Fully Furnished
99723996,Mercu Summer Suites @ Kuala Lumpur,2015,RM 1 900 per month,Kuala Lumpur - KL City,Service Residence,1,0,1,485 sq.ft.,Fully Furnished
99723938,villa ampang,0,RM 1 800 per month,Kuala Lumpur - Ampang Hilir,Condominium,2,1,2,930 sq.ft.,Fully Furnished
99723632,PV18 Residence,0,RM 2 500 per month,Kuala Lumpur - Setapak,Condominium,4,2,3,1300 sq.ft.,Fully Furnished
99723842,Desa Cindaimas,0,RM 1 690 per month,Kuala Lumpur - Old Klang Road,Condominium,4,0,3,1385 sq.ft.,Fully Furnished
99723109,3 Residen,2010,RM 2 200 per month,Kuala Lumpur - Taman Melawati,Condominium,3,2,2,1000 sq.ft.,Fully Furnished
99723099,The Hipster @ Taman Desa,2022,RM 2 400 per month,Kuala Lumpur - Taman Desa,Condominium,3,2,2,950 sq.ft.,Fully Furnished
99723318,The Park Sky Residence @ Bukit Jalil City,2019,RM 2 600 per month,Kuala Lumpur - Bukit Jalil,Service Residence,3,2,2,1061 sq.ft.,Fully Furnished
99723199,Parc 3,2021,RM 950 per month,Kuala Lumpur - Cheras,Condominium,1,0,1,1100 sq.ft.,Fully Furnished
99723194,Eco Sky,2018,RM 2 480 per month,Kuala Lumpur - Jalan Ipoh,Service Residence,3,2,2,1087 sq.ft.,Fully Furnished
99401348,Vue Residences,2013,RM 2 000 per month,Kuala Lumpur - Titiwangsa,Apartment,2,0,1,737 sq.ft.,Fully Furnished
99722045,KL Traders Square,0,RM 1 999 per month,Kuala Lumpur - Setapak,Condominium,3,2,2,850 sq.ft.,Fully Furnished
99721550,The Capers,0,RM 2 000 per month,Kuala Lumpur - Sentul,Service Residence,2,1,2,750 sq.ft.,Fully Furnished
99721656,Inspirasi Mont Kiara,0,RM 3 450 per month,Kuala Lumpur - Mont Kiara,Condominium,3,0,2,940 sq.ft.,Fully Furnished
99721652,Residensi Pandanmas 2,0,RM 1 600 per month,Kuala Lumpur - Desa Pandan,Condominium,3,1,2,900 sq.ft.,Fully Furnished
98723742,Seri Cendekia,0,RM 1 300 per month,Kuala Lumpur - Cheras,Condominium,3,1,2,968 sq.ft.,Fully Furnished
99721969,Desa Cindaimas,0,RM 1 700 per month,Kuala Lumpur - Old Klang Road,Condominium,4,2,3,1385 sq.ft.,Fully Furnished
99721514,The Capers,0,RM 3 900 per month,Kuala Lumpur - Sentul,Service Residence,3,0,4,1580 sq.ft.,Fully Furnished
99565314,Dorchester,2003,RM 1 200 per month,Kuala Lumpur - Sri Hartamas,Service Residence,1,0,1,450 sq.ft.,Fully Furnished
99721741,PPA1M Metropolitan Kepong,2018,RM 1 600 per month,Kuala Lumpur - Kepong,Condominium,5,2,2,1500 sq.ft.,Fully Furnished
99721713,Kiara Residence,2014,RM 2 100 per month,Kuala Lumpur - Bukit Jalil,Condominium,3,2,2,1200 sq.ft.,Fully Furnished
99654154,Unio Residence,2021,RM 2 100 per month,Kuala Lumpur - Kepong,Apartment,2,2,2,872 sq.ft.,Fully Furnished
99721230,The Mark,2015,RM 1 988 per month,Kuala Lumpur - Cheras,Condominium,2,2,2,900 sq.ft.,Fully Furnished
99721191,D'Sands Residence,2017,RM 2 100 per month,Kuala Lumpur - Old Klang Road,Service Residence,3,1,2,1100 sq.ft.,Fully Furnished
99721089,38 Bidara,0,RM 1 800 per month,Kuala Lumpur - KLCC,Condominium,2,0,2,700 sq.ft.,Fully Furnished
99721138,The Mark,2015,RM 1 488 per month,Kuala Lumpur - Cheras,Condominium,1,2,1,600 sq.ft.,Fully Furnished
99721127,Endah Regal,1995,RM 1 350 per month,Kuala Lumpur - Sri Petaling,Condominium,3,0,2,1200 sq.ft.,Fully Furnished
99654282,Pertiwi Indah,0,RM 1 800 per month,Kuala Lumpur - Cheras,Condominium,3,1,2,1098 sq.ft.,Fully Furnished
99720812,Mentari Condominium,0,RM 1 500 per month,Kuala Lumpur - Cheras,Condominium,3,1,2,1050 sq.ft.,Fully Furnished
99721049,Teratak Muhibbah,1998,RM 1 000 per month,Kuala Lumpur - Taman Desa,Apartment,3,0,2,657 sq.ft.,Fully Furnished
99721027,Faber Heights,1988,RM 2 000 per month,Kuala Lumpur - Taman Desa,Condominium,3,2,2,1200 sq.ft.,Fully Furnished
99721014,Seri Puteri Condominium,0,RM 2 000 per month,Kuala Lumpur - Cheras,Condominium,3,2,3,1010 sq.ft.,Fully Furnished
100788837,Mutiara Ville @ Cyberjaya,2013,RM 1 600 per month,Selangor - Cyberjaya,Condominium,3,2,2,1000 sq.ft.,Fully Furnished
100232774,GM Residence Remia,0,RM 2 500 per month,Selangor - Klang,Service Residence,3,2,2,815 sq.ft.,Fully Furnished
100854485,Utropolis Urbano,2018,RM 1 800 per month,Selangor - Shah Alam,Apartment,2,1,1,800 sq.ft.,Fully Furnished
100854477,KU Suites,2015,RM 1 600 per month,Selangor - Shah Alam,Service Residence,1,0,1,667 sq.ft.,Fully Furnished
100854617,Amani Residences,0,RM 2 200 per month,Selangor - 389,Service Residence,3,0,2,883 sq.ft.,Fully Furnished
100255953,Impiria Residensi Bukit Tinggi Klang,2018,RM 2 300 per month,Selangor - Klang,Service Residence,2,2,2,855 sq.ft.,Fully Furnished
100854428,Puncak Seri Kelana Kondominium,2002,RM 1 600 per month,Selangor - Subang Jaya,Condominium,3,0,2,1031 sq.ft.,Fully Furnished
100854156,Kenwingston Square Garden,2020,RM 1 250 per month,Selangor - Cyberjaya,Service Residence,1,1,1,450 sq.ft.,Fully Furnished
100854313,Centrestage Designer Suite,0,RM 1 650 per month,Selangor - Petaling Jaya,Service Residence,2,1,2,581 sq.ft.,Fully Furnished
100639588,Suria Ixora,0,RM 1 300 per month,Selangor - Shah Alam,Apartment,3,2,2,700 sq.ft.,Fully Furnished
100854293,Residensi Laguna (Belvedere Service Apt),2007,RM 2 200 per month,Selangor - Bandar Sunway,Service Residence,5,0,3,990 sq.ft.,Fully Furnished
100854263,Pelangi Damansara Sentral,2010,RM 1 700 per month,Selangor - Petaling Jaya,Service Residence,2,2,2,856 sq.ft.,Fully Furnished
100854262,Cahaya Permai,2010,RM 1 200 per month,Selangor - Seri Kembangan,Apartment,3,1,2,890 sq.ft.,Fully Furnished
100631601,Residensi Setia Impian @ Kajang,2020,RM 1 600 per month,Selangor - Kajang,Apartment,3,2,2,1470 sq.ft.,Fully Furnished
100553560,Pacific Star,2016,RM 2 100 per month,Selangor - Petaling Jaya,Studio,1,1,1,650 sq.ft.,Fully Furnished
100854069,Tropicana City Tropics,2010,RM 1 650 per month,Selangor - Petaling Jaya,Service Residence,2,1,2,625 sq.ft.,Fully Furnished
100853755,The Place @ Cyberjaya,2014,RM 1 000 per month,Selangor - Cyberjaya,Condominium,1,0,1,560 sq.ft.,Fully Furnished
100854000,Residensi Kajang Utama,2019,RM 1 250 per month,Selangor - Kajang,Condominium,3,2,2,1040 sq.ft.,Fully Furnished
100853532,Aurora Residence @ Lake Side City,2017,RM 1 899 per month,Selangor - 389,Condominium,3,2,2,1160 sq.ft.,Fully Furnished
100853714,Main Place Residence,2014,RM 1 450 per month,Selangor - USJ,Condominium,2,0,1,640 sq.ft.,Fully Furnished
100853475,Maple Residences,2018,RM 1 600 per month,Selangor - Klang,Service Residence,3,2,2,863 sq.ft.,Fully Furnished
100853493,Utropolis Urbano,2018,RM 1 800 per month,Selangor - Shah Alam,Apartment,2,1,1,800 sq.ft.,Fully Furnished
100732739,The Arc @ Cyberjaya,0,RM 1 400 per month,Selangor - Cyberjaya,Service Residence,3,1,2,1050 sq.ft.,Fully Furnished
100415050,The Arc @ Cyberjaya,0,RM 1 300 per month,Selangor - Cyberjaya,Service Residence,3,1,2,975 sq.ft.,Fully Furnished
100853618,Mahkota Garden Residence Condominium,0,RM 1 600 per month,Selangor - Bandar Mahkota Cheras,Condominium,4,2,2,1400 sq.ft.,Fully Furnished
99709730,-,0,RM 2 300 per month,Selangor - Klang,Condominium,3,2,2,1295 sq.ft.,Fully Furnished
100542912,Vista Alam Serviced Apartment,2014,RM 1 700 per month,Selangor - Shah Alam,Service Residence,2,1,2,715 sq.ft.,Fully Furnished
100304001,3 Elements,0,RM 1 199 per month,Selangor - Seri Kembangan,Condominium,1,1,1,531 sq.ft.,Fully Furnished
100853084,BSP Skypark Serviced Residence,0,RM 1 300 per month,Selangor - Kuala Langat,Service Residence,3,2,2,1004 sq.ft.,Fully Furnished
100853347,Seri Baiduri (Setia Alam),0,RM 1 600 per month,Selangor - Setia Alam,Apartment,3,0,2,920 sq.ft.,Fully Furnished
100853319,The Domain @ NeoCyber,2009,RM 800 per month,Selangor - Cyberjaya,Service Residence,2,1,1,500 sq.ft.,Fully Furnished
100853318,Utropolis Urbano,2018,RM 1 800 per month,Selangor - Shah Alam,Apartment,2,1,1,800 sq.ft.,Fully Furnished
100787459,The Arc @ Cyberjaya,0,RM 1 400 per month,Selangor - Cyberjaya,Service Residence,3,1,2,975 sq.ft.,Fully Furnished
100762725,The Arc @ Cyberjaya,0,RM 600 per month,Selangor - Cyberjaya,Service Residence,1,0,1,150 sq.ft.,Fully Furnished
99683396,-,0,RM 1 350 per month,Selangor - Cyberjaya,Service Residence,3,0,2,975 sq.ft.,Fully Furnished
99041624,-,0,RM 1 300 per month,Selangor - Cyberjaya,Service Residence,3,1,2,975 sq.ft.,Fully Furnished
99683177,-,0,RM 1 300 per month,Selangor - Cyberjaya,Service Residence,3,1,2,975 sq.ft.,Fully Furnished
100650334,The Place @ Cyberjaya,2014,RM 900 per month,Selangor - Cyberjaya,Condominium,1,0,1,550 sq.ft.,Fully Furnished
98631633,Astoria Ampang,2020,RM 850 per month,Selangor - Ampang,Service Residence,1,1,1,200 sq.ft.,Fully Furnished
100852681,Selayang Point,2008,RM 1 600 per month,Selangor - Selayang,Condominium,3,2,2,1102 sq.ft.,Fully Furnished
100852730,Icon City,2016,RM 2 000 per month,Selangor - Petaling Jaya,Service Residence,2,1,1,627 sq.ft.,Fully Furnished
100852940,PJ Midtown,2019,RM 2 200 per month,Selangor - Petaling Jaya,Condominium,1,1,1,613 sq.ft.,Fully Furnished
100852894,Geo@Bukit Rimau,2020,RM 2 400 per month,Selangor - Shah Alam,Service Residence,3,0,2,875 sq.ft.,Fully Furnished
100852564,Mutiara Ville @ Cyberjaya,2013,RM 550 per month,Selangor - Cyberjaya,Condominium,1,0,1,300 sq.ft.,Fully Furnished
99947565,The Greens (Residensi Hijauan) @ Subang West,2018,RM 1 900 per month,Selangor - Shah Alam,Condominium,3,2,2,915 sq.ft.,Fully Furnished
100054046,Horizon Suites,2022,RM 650 per month,Selangor - Dengkil,Service Residence,1,0,1,478 sq.ft.,Fully Furnished
100852525,Kelana Puteri,0,RM 1 900 per month,Selangor - Petaling Jaya,Condominium,3,1,2,1330 sq.ft.,Fully Furnished
100852244,Solstice @ Pan'gaea,2016,RM 999 per month,Selangor - Cyberjaya,Condominium,1,0,1,450 sq.ft.,Fully Furnished
100852219,The Arc @ Cyberjaya,0,RM 1 200 per month,Selangor - Cyberjaya,Service Residence,3,1,2,975 sq.ft.,Fully Furnished
92588596,Desa Impiana,2007,RM 1 500 per month,Selangor - Puchong,Apartment,3,1,2,1000 sq.ft.,Fully Furnished
100852382,Nautica Lake Suites @ Sunway South Quay,0,RM 1 600 per month,Selangor - Bandar Sunway,Condominium,3,0,2,2300 sq.ft.,Fully Furnished
100852373,Icon Residenz @ Icon City,2016,RM 2 000 per month,Selangor - Petaling Jaya,Service Residence,2,1,1,627 sq.ft.,Fully Furnished
100852350,Pandora @ Tropicana Metropark,2017,RM 1 500 per month,Selangor - Subang Jaya,Condominium,1,1,1,599 sq.ft.,Fully Furnished
100105178,i-Suite @ i-City,2017,RM 1 700 per month,Selangor - I-City,Service Residence,2,1,2,907 sq.ft.,Fully Furnished
100851677,Residensi Idaman Abadi Fasa 1&2,0,RM 12 000 per month,Selangor - Kajang,Condominium,3,2,3,1045 sq.ft.,Fully Furnished
100760144,Amerin Residence,2017,RM 1 700 per month,Selangor - Kajang,Service Residence,2,2,2,857 sq.ft.,Fully Furnished
100269197,Ampang Putra Residency,2010,RM 2 100 per month,Selangor - Ampang,Condominium,3,1,2,1290 sq.ft.,Fully Furnished
100851324,Empire Damansara,2013,RM 1 200 per month,Selangor - Damansara Perdana,Service Residence,1,1,1,363 sq.ft.,Fully Furnished
99415717,Empire Damansara,2013,RM 1 050 per month,Selangor - Damansara Perdana,Service Residence,1,1,1,450 sq.ft.,Fully Furnished
100413956,Sky Condominium @ Bandar Puchong Jaya,2019,RM 3 500 per month,Selangor - Puchong,Condominium,3,2,2,1668 sq.ft.,Fully Furnished
99618272,-,0,RM 1 000 per month,Selangor - Seri Kembangan,Service Residence,1,1,1,500 sq.ft.,Fully Furnished
99618501,-,0,RM 1 100 per month,Selangor - Seri Kembangan,Service Residence,1,1,1,454 sq.ft.,Fully Furnished
99620188,-,0,RM 1 500 per month,Selangor - Seri Kembangan,Condominium,2,2,2,752 sq.ft.,Fully Furnished
